"","playerID","age_season","total_games","prev_year_games"
"1806","gonzaro01",26,44,32
"1807","goodmhu01",23,23,NA
"1808","goodrni01",25,11,NA
"1809","goodrni01",26,131,11
"1810","goodrni01",27,112,131
"1811","goodrni01",29,90,112
"1812","goodrni01",30,15,90
"1813","goodwbr01",25,22,NA
"1814","goodwbr01",26,74,22
"1815","goodwbr01",27,75,74
"1816","goodwbr01",28,136,75
"1817","goodwbr01",30,72,136
"1818","gordoal01",31,104,NA
"1819","gordoal01",32,128,104
"1820","gordoal01",33,148,128
"1821","gordoal01",34,141,148
"1822","gordoal01",35,148,141
"1823","gordode01",27,145,NA
"1824","gordode01",28,79,145
"1825","gordode01",29,158,79
"1826","gordode01",30,141,158
"1827","gordode01",31,117,141
"1828","gordode01",34,21,117
"1829","gordoni01",25,73,NA
"1830","gordoni01",26,132,73
"1831","gordoni01",27,34,132
"1832","gorete01",24,9,NA
"1833","gorete01",25,17,9
"1834","gorete01",26,12,17
"1835","gorete01",27,14,12
"1836","gorete01",28,37,14
"1837","gorete01",31,10,37
"1838","gormano01",22,89,NA
"1839","gormano01",23,119,89
"1840","gosean01",24,140,NA
"1841","gosean01",25,30,140
"1842","gosewtu01",31,38,NA
"1843","gosewtu01",32,33,38
"1844","gosewtu01",33,11,33
"1845","gosseph01",26,44,NA
"1846","gosseph01",27,122,44
"1847","gosseph01",28,40,122
"1848","gosseph01",29,20,40
"1849","gosseph01",30,44,20
"1850","gosseph01",32,104,44
"1851","gosseph01",33,33,104
"1852","gourryu01",32,36,NA
"1853","gourryu01",33,139,36
"1854","gourryu01",34,136,139
"1855","gourryu01",35,144,136
"1856","gourryu01",37,143,144
"1857","gourryu01",38,146,143
"1858","gourryu01",39,108,146
"1859","grandcu01",34,157,NA
"1860","grandcu01",35,150,157
"1861","grandcu01",36,147,150
"1862","grandcu01",37,123,147
"1863","grandcu01",38,138,123
"1864","grandya01",26,115,NA
"1865","grandya01",27,126,115
"1866","grandya01",28,129,126
"1867","grandya01",29,140,129
"1868","grandya01",30,153,140
"1869","grandya01",32,93,153
"1870","grandya01",33,99,93
"1871","grandya01",34,118,99
"1872","graniza01",24,40,NA
"1873","grateju01",27,9,NA
"1874","grateju01",28,48,9
"1875","grateju01",29,4,48
"1876","grateju01",30,6,4
"1877","graytr01",27,2,NA
"1878","greengr01",27,21,NA
"1879","greengr01",28,18,21
"1880","greengr01",29,2,18
"1881","greenri02",21,93,NA
"1882","greenri02",22,99,93
"1883","greenza01",25,8,NA
"1884","gregodi01",25,155,NA
"1885","gregodi01",26,153,155
"1886","gregodi01",27,136,153
"1887","gregodi01",28,134,136
"1888","gregodi01",29,82,134
"1889","gregodi01",31,103,82
"1890","gregodi01",32,63,103
"1891","greingr01",25,30,NA
"1892","greingr01",26,58,30
"1893","greingr01",28,31,58
"1894","greingr01",29,2,31
"1895","grichra01",23,103,NA
"1896","grichra01",24,132,103
"1897","grichra01",25,122,132
"1898","grichra01",26,124,122
"1899","grichra01",27,151,124
"1900","grichra01",29,149,151
"1901","grichra01",30,139,149
"1902","grichra01",31,118,139
"1903","grishtr01",22,51,NA
"1904","grishtr01",24,132,51
"1905","grishtr01",25,152,132
"1906","grishtr01",26,153,152
"1907","grissva01",21,41,NA
"1908","grissva01",22,23,41
"1909","groshjo01",22,17,NA
"1910","grossro01",25,24,NA
"1911","grossro01",26,99,24
"1912","grossro01",27,119,99
"1913","grossro01",28,129,119
"1914","grossro01",29,138,129
"1915","grossro01",31,156,138
"1916","grossro01",32,129,156
"1917","grossro01",33,115,129
"1918","grullde01",23,4,NA
"1919","guerral01",28,106,NA
"1920","guerrga01",24,14,NA
"1921","guerrja02",22,13,NA
"1922","guerrvl02",20,123,NA
"1923","guerrvl02",22,161,123
"1924","guerrvl02",23,160,161
"1925","guerrvl02",24,156,160
"1926","guilllu01",23,35,NA
"1927","guilllu01",24,45,35
"1928","guilllu01",26,68,45
"1929","guilllu01",27,102,68
"1930","guilllu01",28,53,102
"1931","gurrilo01",24,65,NA
"1932","gurrilo01",25,84,65
"1933","gurrilo01",27,141,84
"1934","gurrilo01",28,121,141
"1935","gurrilo01",29,145,121
"1936","gushuta01",27,2,NA
"1937","guthrda01",26,14,NA
"1938","guthrda01",27,23,14
"1939","gutiefr01",32,59,NA
"1940","gutiefr01",33,98,59
"1941","gutiefr01",34,35,98
"1942","gutieke01",24,20,NA
"1943","gutieke01",26,85,20
"1944","gutieke01",27,12,85
"1945","guyerbr01",29,128,NA
"1946","guyerbr01",30,101,128
"1947","guyerbr01",31,70,101
"1948","guyerbr01",32,102,70
"1949","guzmaro01",23,123,NA
"1950","guzmaro01",24,87,123
"1951","guzmaro01",26,7,87
"1952","guzmaro01",27,3,7
"1953","gyorkje01",26,128,NA
"1954","gyorkje01",27,128,128
"1955","gyorkje01",28,125,128
"1956","gyorkje01",29,124,125
"1957","gyorkje01",30,61,124
"1958","haaseer01",25,9,NA
"1959","haaseer01",26,10,9
"1960","haaseer01",28,98,10
"1961","haaseer01",29,110,98
"1962","haaseer01",30,89,110
"1963","hagerja01",28,14,NA
"1964","hagerja01",29,25,14
"1965","haggesa01",25,11,NA
"1966","haggesa01",27,35,11
"1967","haggesa01",28,83,35
"1968","haggesa01",29,52,83
"1969","haguema01",29,10,NA
"1970","hallda02",26,40,NA
"1971","hallda02",27,18,40
"1972","hamilbi02",24,114,NA
"1973","hamilbi02",25,119,114
"1974","hamilbi02",26,139,119
"1975","hamilbi02",27,153,139
"1976","hamilbi02",28,119,153
"1977","hamilbi02",30,71,119
"1978","hamilbi02",31,37,71
"1979","hamilbi02",32,3,37
"1980","hamilca01",27,22,NA
"1981","hamilca01",28,4,22
"1982","hamilda03",25,15,NA
"1983","hamiljo03",34,50,NA
"1984","hammeja01",33,5,NA
"1985","hampsga01",23,24,NA
"1986","hampsga01",24,105,24
"1987","hampsga01",26,147,105
"1988","hampsga01",27,90,147
"1989","hampsga01",28,98,90
"1990","hanigmi01",25,34,NA
"1991","hanigmi01",26,96,34
"1992","hanigmi01",27,157,96
"1993","hanigmi01",28,63,157
"1994","hanigmi01",30,157,63
"1995","hanigmi01",31,57,157
"1996","hanigmi01",32,61,57
"1997","hanigry01",34,54,NA
"1998","hanigry01",35,35,54
"1999","hanigry01",36,33,35
"2000","hanneja01",26,11,NA
"2001","hansoal01",23,27,NA
"2002","hansoal01",24,106,27
"2003","hansoal01",25,110,106
"2004","hansoal01",26,18,110
"2005","happia01",22,115,NA
"2006","happia01",23,141,115
"2007","happia01",24,58,141
"2008","happia01",26,148,58
"2009","happia01",27,158,148
"2010","happia01",28,158,158
"2011","hardyjj01",32,114,NA
"2012","hardyjj01",33,115,114
"2013","hardyjj01",34,73,115
"2014","harpebr03",22,153,NA
"2015","harpebr03",23,147,153
"2016","harpebr03",24,111,147
"2017","harpebr03",25,159,111
"2018","harpebr03",26,157,159
"2019","harpebr03",28,141,157
"2020","harpebr03",29,99,141
"2021","harpebr03",30,126,99
"2022","harrijo05",27,114,NA
"2023","harrijo05",28,131,114
"2024","harrijo05",29,128,131
"2025","harrijo05",30,97,128
"2026","harrijo05",31,36,97
"2027","harrijo05",33,138,36
"2028","harrijo05",34,116,138
"2029","harrijo05",35,38,116
"2030","harrimi04",21,114,NA
"2031","harrimi04",22,138,114
"2032","harrimo01",25,9,NA
"2033","harrimo01",26,9,9
"2034","hartco01",33,35,NA
"2035","haselad01",23,67,NA
"2036","haselad01",25,9,67
"2037","haselad01",26,14,9
"2038","haselad01",27,28,14
"2039","hayesbr01",31,14,NA
"2040","hayeske01",24,96,NA
"2041","hayeske01",25,136,96
"2042","hayeske01",26,124,136
"2043","haysau01",21,20,NA
"2044","haysau01",23,21,20
"2045","haysau01",25,131,21
"2046","haysau01",26,145,131
"2047","haysau01",27,144,145
"2048","hazelje01",28,114,NA
"2049","hazelje01",29,41,114
"2050","headlch01",31,156,NA
"2051","headlch01",32,140,156
"2052","headlch01",33,147,140
"2053","headlch01",34,27,147
"2054","healyry01",24,72,NA
"2055","healyry01",25,149,72
"2056","healyry01",26,133,149
"2057","healyry01",27,47,133
"2058","heathni01",27,20,NA
"2059","heathsl01",24,17,NA
"2060","hechaad01",26,130,NA
"2061","hechaad01",27,155,130
"2062","hechaad01",28,97,155
"2063","hechaad01",29,94,97
"2064","hechaad01",30,84,94
"2065","hedgeau01",22,56,NA
"2066","hedgeau01",23,8,56
"2067","hedgeau01",24,120,8
"2068","hedgeau01",25,91,120
"2069","hedgeau01",26,102,91
"2070","hedgeau01",28,88,102
"2071","hedgeau01",29,105,88
"2072","hedgeau01",30,77,105
"2073","heimjo01",26,82,NA
"2074","heimjo01",27,127,82
"2075","heimjo01",28,131,127
"2076","heinesc01",26,25,NA
"2077","heinesc01",28,19,25
"2078","heinety01",28,5,NA
"2079","heinety01",31,62,5
"2080","heinety01",32,22,62
"2081","heisech01",30,33,NA
"2082","heisech01",31,83,33
"2083","heisech01",32,38,83
"2084","hendegu01",21,34,NA
"2085","hendegu01",22,150,34
"2086","henrypa01",24,5,NA
"2087","henrypa01",25,15,5
"2088","henslda01",26,16,NA
"2089","henslda01",27,30,16
"2090","heredgu01",25,45,NA
"2091","heredgu01",26,123,45
"2092","heredgu01",27,125,123
"2093","heredgu01",28,89,125
"2094","heredgu01",30,120,89
"2095","heredgu01",31,74,120
"2096","hermomi01",23,31,NA
"2097","hermomi01",24,18,31
"2098","hermomi01",26,16,18
"2099","hermomi01",27,31,16
"2100","hernace02",25,127,NA
"2101","hernace02",26,155,127
"2102","hernace02",27,128,155
"2103","hernace02",28,161,128
"2104","hernace02",29,161,161
"2105","hernace02",31,149,161
"2106","hernace02",32,147,149
"2107","hernael02",27,14,NA
"2108","hernaen02",23,76,NA
"2109","hernaen02",24,109,76
"2110","hernaen02",25,140,109
"2111","hernaen02",26,144,140
"2112","hernaen02",27,130,144
"2113","hernaen02",29,134,130
"2114","hernaen02",30,93,134
"2115","hernaen02",31,140,93
"2116","hernago01",27,8,NA
"2117","hernago01",28,26,8
"2118","hernago01",29,128,26
"2119","hernago01",30,142,128
"2120","hernago01",31,20,142
"2121","hernama02",23,40,NA
"2122","hernama02",24,21,40
"2123","hernama02",26,61,21
"2124","hernaos01",21,18,NA
"2125","hernaos01",22,4,18
"2126","hernate01",23,41,NA
"2127","hernate01",24,27,41
"2128","hernate01",25,134,27
"2129","hernate01",26,125,134
"2130","hernate01",28,143,125
"2131","hernate01",29,131,143
"2132","hernate01",30,160,131
"2133","hernaya01",33,112,NA
"2134","hernaya01",34,94,112
"2135","hernayo02",23,43,NA
"2136","hernayo02",24,12,43
"2137","hernayo02",25,13,12
"2138","herredi01",21,31,NA
"2139","herredi01",24,53,31
"2140","herreel01",30,83,NA
"2141","herreiv01",22,11,NA
"2142","herreiv01",23,13,11
"2143","herrejo03",30,73,NA
"2144","herrejo04",25,47,NA
"2145","herrejo04",26,39,47
"2146","herreod01",23,147,NA
"2147","herreod01",24,159,147
"2148","herreod01",25,138,159
"2149","herreod01",26,148,138
"2150","herreod01",27,39,148
"2151","herreod01",29,124,39
"2152","herreod01",30,62,124
"2153","herrero02",25,86,NA
"2154","herrero02",26,63,86
"2155","herrmch01",27,45,NA
"2156","herrmch01",28,56,45
"2157","herrmch01",29,106,56
"2158","herrmch01",30,36,106
"2159","herrmch01",31,30,36
"2160","heywaja01",25,154,NA
"2161","heywaja01",26,142,154
"2162","heywaja01",27,126,142
"2163","heywaja01",28,127,126
"2164","heywaja01",29,147,127
"2165","heywaja01",31,104,147
"2166","heywaja01",32,48,104
"2167","heywaja01",33,124,48
"2168","hicklbr01",26,6,NA
"2169","hicksaa01",25,97,NA
"2170","hicksaa01",26,123,97
"2171","hicksaa01",27,88,123
"2172","hicksaa01",28,137,88
"2173","hicksaa01",29,59,137
"2174","hicksaa01",31,32,59
"2175","hicksaa01",32,130,32
"2176","hicksaa01",33,93,130
"2177","hicksjo02",25,17,NA
"2178","hicksjo02",26,1,17
"2179","hicksjo02",27,60,1
"2180","hicksjo02",28,81,60
"2181","hicksjo02",29,95,81
"2182","hicksjo02",31,10,95
"2183","higasky01",27,9,NA
"2184","higasky01",28,29,9
"2185","higasky01",29,18,29
"2186","higasky01",31,67,18
"2187","higasky01",32,83,67
"2188","higasky01",33,92,83
"2189","higgipj01",28,9,NA
"2190","higgipj01",29,74,9
"2191","hillaa01",33,116,NA
"2192","hillaa01",34,125,116
"2193","hillaa01",35,34,125
"2194","hillde01",25,49,NA
"2195","hillde01",26,31,49
"2196","hillde01",27,13,31
"2197","hillisa01",25,27,NA
"2198","hillisa01",27,81,27
"2199","hillisa01",28,70,81
"2200","hillisa01",29,40,70
"2201","hiurake01",22,84,NA
"2202","hiurake01",24,61,84
"2203","hiurake01",25,80,61
"2204","hoernni01",22,20,NA
"2205","hoernni01",24,44,20
"2206","hoernni01",25,135,44
"2207","hoernni01",26,150,135
"2208","hoeslj01",25,8,NA
"2209","hoffmje02",26,3,NA
"2210","holadbr01",27,24,NA
"2211","holadbr01",28,42,24
"2212","holadbr01",29,13,42
"2213","holadbr01",30,59,13
"2214","holadbr01",31,42,59
"2215","holadbr01",33,12,42
"2216","hollima01",35,73,NA
"2217","hollima01",36,110,73
"2218","hollima01",37,105,110
"2219","hollima01",38,25,105
"2220","holtbr01",27,129,NA
"2221","holtbr01",28,94,129
"2222","holtbr01",29,64,94
"2223","holtbr01",30,109,64
"2224","holtbr01",31,87,109
"2225","holtbr01",33,75,87
"2226","holtty01",26,14,NA
"2227","holtty01",27,105,14
"2228","hoodde01",26,13,NA
"2229","hopkitj01",26,25,NA
"2230","horwisp01",25,15,NA
"2231","hoskirh01",24,50,NA
"2232","hoskirh01",25,153,50
"2233","hoskirh01",26,160,153
"2234","hoskirh01",28,107,160
"2235","hoskirh01",29,156,107
"2236","hosmeer01",25,158,NA
"2237","hosmeer01",26,158,158
"2238","hosmeer01",27,162,158
"2239","hosmeer01",28,157,162
"2240","hosmeer01",29,160,157
"2241","hosmeer01",31,151,160
"2242","hosmeer01",32,104,151
"2243","hosmeer01",33,31,104
"2244","howarry01",35,129,NA
"2245","howarry01",36,112,129
"2246","hoyinja01",27,37,NA
"2247","hoyinja01",28,36,37
"2248","hoyinja01",32,2,36
"2249","hudsojo03",27,8,NA
"2250","hudsojo03",28,1,8
"2251","huffmch01",32,12,NA
"2252","huffsa01",24,44,NA
"2253","huffsa01",25,21,44
"2254","hummeco01",27,66,NA
"2255","hummeco01",28,10,66
"2256","hundlni01",31,103,NA
"2257","hundlni01",32,83,103
"2258","hundlni01",33,101,83
"2259","hundlni01",34,96,101
"2260","hundlni01",35,31,96
"2261","huntece01",28,13,NA
"2262","hunteto01",39,139,NA
"2263","hurstsc01",25,7,NA
"2264","hwangja01",29,18,NA
"2265","iannech01",32,92,NA
"2266","iannech01",33,94,92
"2267","iannech01",34,89,94
"2268","iannech01",35,110,89
"2269","iannech01",36,52,110
"2270","ibanean01",28,76,NA
"2271","ibanean01",29,40,76
"2272","ibanean01",30,114,40
"2273","iglesjo01",25,120,NA
"2274","iglesjo01",26,137,120
"2275","iglesjo01",27,130,137
"2276","iglesjo01",28,125,130
"2277","iglesjo01",29,146,125
"2278","iglesjo01",31,137,146
"2279","iglesjo01",32,118,137
"2280","inciaen01",24,132,NA
"2281","inciaen01",25,131,132
"2282","inciaen01",26,157,131
"2283","inciaen01",27,156,157
"2284","inciaen01",28,65,156
"2285","inciaen01",30,52,65
"2286","inciaen01",31,11,52
"2287","indiajo01",24,150,NA
"2288","indiajo01",25,103,150
"2289","indiajo01",26,119,103
"2290","infanom01",33,124,NA
"2291","infanom01",34,39,124
"2292","iribahe01",32,24,NA
"2293","isbelky01",24,28,NA
"2294","isbelky01",25,106,28
"2295","isbelky01",26,91,106
"2296","ishiktr01",31,44,NA
"2297","jacksal02",23,4,NA
"2298","jacksal02",25,52,4
"2299","jacksal02",26,5,52
"2300","jacksau01",28,136,NA
"2301","jacksau01",29,54,136
"2302","jacksau01",30,85,54
"2303","jacksau01",31,116,85
"2304","jacksdr01",25,3,NA
"2305","jacksdr01",28,3,3
"2306","jacksed01",33,4,NA
"2307","jacksry02",27,22,NA
"2308","janispa01",32,14,NA
"2309","janispa01",33,14,14
"2310","janispa01",34,14,14
"2311","jankotr01",24,34,NA
"2312","jankotr01",25,131,34
"2313","jankotr01",26,27,131
"2314","jankotr01",27,117,27
"2315","jankotr01",28,25,117
"2316","jankotr01",30,76,25
"2317","jankotr01",31,44,76
"2318","jankotr01",32,107,44
"2319","janseda01",23,31,NA
"2320","janseda01",24,107,31
"2321","janseda01",26,70,107
"2322","janseda01",27,72,70
"2323","janseda01",28,86,72
"2324","jasojo01",31,70,NA
"2325","jasojo01",32,132,70
"2326","jasojo01",33,126,132
"2327","jayjo02",30,79,NA
"2328","jayjo02",31,90,79
"2329","jayjo02",32,140,90
"2330","jayjo02",33,143,140
"2331","jayjo02",34,47,143
"2332","jayjo02",36,5,47
"2333","jeffery01",24,85,NA
"2334","jeffery01",25,67,85
"2335","jeffery01",26,96,67
"2336","jennide01",28,28,NA
"2337","jennide01",29,65,28
"2338","jenseky01",28,17,NA
"2339","jimenaj01",27,7,NA
"2340","jimenel02",22,122,NA
"2341","jimenel02",24,55,122
"2342","jimenel02",25,84,55
"2343","jimenel02",26,120,84
"2344","jimenlu02",27,16,NA
"2345","joeco01",26,8,NA
"2346","joeco01",28,63,8
"2347","joeco01",29,111,63
"2348","joeco01",30,133,111
"2349","johnsbr03",26,11,NA
"2350","johnsbr03",27,30,11
"2351","johnsch05",30,83,NA
"2352","johnsch05",31,113,83
"2353","johnsda06",35,12,NA
"2354","johnsda07",25,30,NA
"2355","johnske05",33,111,NA
"2356","johnske05",34,131,111
"2357","johnsmi04",24,36,NA
"2358","johnsmi04",25,7,36
"2359","johnsmi04",26,18,7
"2360","johnsre02",38,17,NA
"2361","johnssh01",27,10,NA
"2362","jonesad01",29,137,NA
"2363","jonesad01",30,152,137
"2364","jonesad01",31,147,152
"2365","jonesad01",32,145,147
"2366","jonesad01",33,137,145
"2367","jonesga02",34,56,NA
"2368","jonesja06",26,28,NA
"2369","jonesja07",24,13,NA
"2370","jonesja07",25,56,13
"2371","jonesja07",26,129,56
"2372","jonesja07",27,88,129
"2373","jonesja07",29,36,88
"2374","jonesja08",23,26,NA
"2375","jonesja08",25,7,26
"2376","jonesno01",24,28,NA
"2377","jonesno01",25,106,28
"2378","jonesry01",23,53,NA
"2379","jonesry01",24,5,53
"2380","jonesta01",27,35,NA
"2381","jonesta01",28,1,35
"2382","josepca01",29,100,NA
"2383","josepca01",30,49,100
"2384","josepca01",31,89,49
"2385","josepca01",32,82,89
"2386","josepca01",33,18,82
"2387","josepco01",29,14,NA
"2388","josepco01",30,28,14
"2389","josepto01",24,107,NA
"2390","josepto01",25,142,107
"2391","joycema01",30,93,NA
"2392","joycema01",31,140,93
"2393","joycema01",32,141,140
"2394","joycema01",33,83,141
"2395","joycema01",34,129,83
"2396","joycema01",36,43,129
"2397","judgeaa01",24,27,NA
"2398","judgeaa01",25,155,27
"2399","judgeaa01",26,112,155
"2400","judgeaa01",27,102,112
"2401","judgeaa01",29,148,102
"2402","judgeaa01",30,157,148
"2403","judgeaa01",31,106,157
"2404","julieed01",24,109,NA
"2405","julksco01",27,93,NA
"2406","jungjo01",24,26,NA
"2407","jungjo01",25,122,26
"2408","kaczmke01",26,4,NA
"2409","kaiseco01",26,3,NA
"2410","kalisry01",28,7,NA
"2411","kangju01",28,126,NA
"2412","kangju01",29,103,126
"2413","kangju01",31,3,103
"2414","kangju01",32,65,3
"2415","katohgo01",27,8,NA
"2416","kawasmu01",34,23,NA
"2417","kawasmu01",35,14,23
"2418","kazmase01",36,3,NA
"2419","kelenja01",21,93,NA
"2420","kelenja01",22,54,93
"2421","kelenja01",23,105,54
"2422","kellyca02",21,10,NA
"2423","kellyca02",22,34,10
"2424","kellyca02",23,19,34
"2425","kellyca02",24,111,19
"2426","kellyca02",26,98,111
"2427","kellyca02",27,100,98
"2428","kellyca02",28,47,100
"2429","kellydo01",35,2,NA
"2430","kellydo01",36,13,2
"2431","kellyty01",27,39,NA
"2432","kellyty01",28,70,39
"2433","kellyty01",29,9,70
"2434","kempma01",30,154,NA
"2435","kempma01",31,156,154
"2436","kempma01",32,115,156
"2437","kempma01",33,146,115
"2438","kempma01",34,20,146
"2439","kempto01",24,59,NA
"2440","kempto01",25,17,59
"2441","kempto01",26,97,17
"2442","kempto01",27,110,97
"2443","kempto01",29,131,110
"2444","kempto01",30,147,131
"2445","kempto01",31,124,147
"2446","kendrho01",31,117,NA
"2447","kendrho01",32,146,117
"2448","kendrho01",33,91,146
"2449","kendrho01",34,40,91
"2450","kendrho01",35,121,40
"2451","kennebu01",23,30,NA
"2452","kennebu01",24,10,30
"2453","keplema01",22,3,NA
"2454","keplema01",23,113,3
"2455","keplema01",24,147,113
"2456","keplema01",25,156,147
"2457","keplema01",26,134,156
"2458","keplema01",28,121,134
"2459","keplema01",29,115,121
"2460","keplema01",30,130,115
"2461","kessigr01",25,26,NA
"2462","kieboca01",21,11,NA
"2463","kieboca01",23,62,11
"2464","kieboca01",25,27,62
"2465","kiebosp01",25,1,NA
"2466","kiebosp01",27,52,1
"2467","kiermke01",25,151,NA
"2468","kiermke01",26,105,151
"2469","kiermke01",27,98,105
"2470","kiermke01",28,88,98
"2471","kiermke01",29,129,88
"2472","kiermke01",31,122,129
"2473","kiermke01",32,63,122
"2474","kiermke01",33,129,63
"2475","kimha01",25,117,NA
"2476","kimha01",26,150,117
"2477","kimha01",27,152,150
"2478","kimhy01",28,95,NA
"2479","kimhy01",29,96,95
"2480","kineris01",23,111,NA
"2481","kineris01",24,65,111
"2482","kineris01",26,158,65
"2483","kineris01",27,142,158
"2484","kineris01",28,109,142
"2485","kingesc01",24,146,NA
"2486","kingesc01",25,126,146
"2487","kingesc01",27,15,126
"2488","kingesc01",28,1,15
"2489","kinslia01",33,154,NA
"2490","kinslia01",34,153,154
"2491","kinslia01",35,139,153
"2492","kinslia01",36,128,139
"2493","kinslia01",37,86,128
"2494","kipnija01",28,141,NA
"2495","kipnija01",29,156,141
"2496","kipnija01",30,90,156
"2497","kipnija01",31,147,90
"2498","kipnija01",32,121,147
"2499","kirilal01",23,59,NA
"2500","kirilal01",24,45,59
"2501","kirilal01",25,88,45
"2502","kirkal01",22,60,NA
"2503","kirkal01",23,139,60
"2504","kirkal01",24,123,139
"2505","kivlepa01",26,8,NA
"2506","kivlepa01",27,115,8
"2507","kivlepa01",28,9,115
"2508","kivlepa01",31,5,9
"2509","kjershe01",24,13,NA
"2510","knappan01",25,56,NA
"2511","knappan01",26,84,56
"2512","knappan01",27,74,84
"2513","knappan01",29,61,74
"2514","knappan01",30,16,61
"2515","kniznan01",24,18,NA
"2516","kniznan01",26,63,18
"2517","kniznan01",27,95,63
"2518","kniznan01",28,70,95
"2519","kohlwta01",28,5,NA
"2520","kolozma01",26,10,NA
"2521","kolozma01",27,1,10
"2522","kozmape01",27,76,NA
"2523","kozmape01",29,39,76
"2524","kozmape01",30,27,39
"2525","kozmape01",33,3,27
"2526","krameke01",24,21,NA
"2527","krameke01",25,22,21
"2528","kratzer01",35,16,NA
"2529","kratzer01",36,30,16
"2530","kratzer01",37,4,30
"2531","kratzer01",38,64,4
"2532","kratzer01",39,21,64
"2533","krausma01",27,27,NA
"2534","kreidry01",24,26,NA
"2535","kreidry01",25,11,26
"2536","krizaja01",33,3,NA
"2537","krugeja01",26,1,NA
"2538","kubitky01",24,19,NA
"2539","kwanst01",24,147,NA
"2540","kwanst01",25,158,147
"2541","ladenty01",27,9,NA
"2542","ladenty01",28,43,9
"2543","ladenty01",33,1,43
"2544","lagarju01",26,143,NA
"2545","lagarju01",27,79,143
"2546","lagarju01",28,94,79
"2547","lagarju01",29,30,94
"2548","lagarju01",30,133,30
"2549","lagarju01",32,112,133
"2550","lagarju01",33,20,112
"2551","lairdge01",35,1,NA
"2552","lakeju01",25,29,NA
"2553","lakeju01",26,22,29
"2554","lallibl01",33,10,NA
"2555","lamarry01",26,21,NA
"2556","lamarry01",27,4,21
"2557","lamarry01",28,3,4
"2558","lamarry01",29,75,3
"2559","lamarry01",30,14,75
"2560","lamarry01",32,9,14
"2561","lambja01",24,107,NA
"2562","lambja01",25,151,107
"2563","lambja01",26,149,151
"2564","lambja01",27,56,149
"2565","lambja01",28,78,56
"2566","lambja01",30,55,78
"2567","lambja01",31,41,55
"2568","lambja01",32,17,41
"2569","lamboan01",26,20,NA
"2570","lamboan01",27,1,20
"2571","langesh01",24,40,NA
"2572","langesh01",25,135,40
"2573","larnatr01",24,79,NA
"2574","larnatr01",25,51,79
"2575","larnatr01",26,58,51
"2576","larocad01",35,126,NA
"2577","larseja01",27,1,NA
"2578","lasteto01",26,33,NA
"2579","lasteto01",27,74,33
"2580","lasteto01",28,73,74
"2581","lasteto01",29,122,73
"2582","lasteto01",30,80,122
"2583","lasteto01",32,76,80
"2584","lasteto01",33,60,76
"2585","lasteto01",34,12,60
"2586","laurera01",23,48,NA
"2587","laurera01",24,123,48
"2588","laurera01",26,88,123
"2589","laurera01",27,94,88
"2590","laurera01",28,105,94
"2591","lavarry01",27,37,NA
"2592","lavarry01",29,6,37
"2593","lavarry01",30,6,6
"2594","lavarry01",31,5,6
"2595","lavarry01",33,9,5
"2596","lavasbr01",23,6,NA
"2597","lawlajo01",20,14,NA
"2598","lawribr01",25,149,NA
"2599","lawribr01",26,94,149
"2600","leakemi01",27,3,NA
"2601","leblach01",26,48,NA
"2602","leebr01",24,8,NA
"2603","leeda02",34,104,NA
"2604","leekh01",23,11,NA
"2605","leekh01",24,2,11
"2606","leeko01",23,12,NA
"2607","leeko01",24,24,12
"2608","lemahdj01",26,150,NA
"2609","lemahdj01",27,146,150
"2610","lemahdj01",28,155,146
"2611","lemahdj01",29,128,155
"2612","lemahdj01",30,145,128
"2613","lemahdj01",32,150,145
"2614","lemahdj01",33,125,150
"2615","lemahdj01",34,136,125
"2616","leonsa01",26,41,NA
"2617","leonsa01",27,78,41
"2618","leonsa01",28,85,78
"2619","leonsa01",29,89,85
"2620","leonsa01",30,65,89
"2621","leonsa01",32,77,65
"2622","leonsa01",33,32,77
"2623","leonsa01",34,20,32
"2624","lestejo02",27,2,NA
"2625","lestejo02",28,10,2
"2626","lewisky01",23,18,NA
"2627","lewisky01",25,36,18
"2628","lewisky01",26,18,36
"2629","lewisky01",27,16,18
"2630","lewisro02",23,12,NA
"2631","lewisro02",24,58,12
"2632","leybado01",23,21,NA
"2633","leybado01",25,34,21
"2634","liberlu01",26,7,NA
"2635","lindad01",31,149,NA
"2636","lindad01",32,126,149
"2637","lindad01",33,116,126
"2638","lindofr01",21,99,NA
"2639","lindofr01",22,158,99
"2640","lindofr01",23,159,158
"2641","lindofr01",24,158,159
"2642","lindofr01",25,143,158
"2643","lindofr01",27,125,143
"2644","lindofr01",28,161,125
"2645","lindofr01",29,160,161
"2646","lintz01",23,25,NA
"2647","lintz01",24,37,25
"2648","lintz01",25,13,37
"2649","lintz01",27,1,13
"2650","lipcian01",25,13,NA
"2651","liriary01",26,21,NA
"2652","lobatjo01",30,44,NA
"2653","lobatjo01",31,39,44
"2654","lobatjo01",32,51,39
"2655","lobatjo01",33,22,51
"2656","lobatjo01",36,6,22
"2657","locasti01",24,3,NA
"2658","locasti01",25,18,3
"2659","locasti01",26,91,18
"2660","locasti01",28,64,91
"2661","locasti01",29,38,64
"2662","locasti01",30,43,38
"2663","loftini01",24,19,NA
"2664","lolliry01",28,5,NA
"2665","lombast02",26,12,NA
"2666","lombast02",28,2,12
"2667","loneyja01",31,104,NA
"2668","loneyja01",32,100,104
"2669","longoev01",29,160,NA
